invoice_code,amount,due_date
bf58ba0c-e052-41c2-bf3b-709385104e1b,1842,2022-10-26
74293b22-2d93-4ebf-887d-46594a1e6523,2229,2022-11-18
791e8282-ba31-424c-8508-7f97db17c287,2033,2022-10-24
2d8cda36-7002-42f9-96a7-e9ae7a37b293,2340,2022-10-27
b8deff0f-2e22-40f5-8803-629720f72110,1645,2022-11-17
d813450f-f445-46c6-bc9d-4d2fca5bed5a,983,2022-11-06
fb61501f-f7be-44b2-af4f-32d842350a44,124,2022-11-21
93940bd7-39c0-4328-b5c9-934c6beb0c79,1619,2022-11-05
6e3d8145-f8e8-4899-81b9-f37a02d8b5e1,1062,2022-11-29
c8743c9b-acfe-461d-ba79-6cf894b4ace0,207,2022-10-21
03e85dbc-b374-4ee4-8b65-844dfa22d5b7,968,2022-10-31
98f145a0-9033-429e-a0c7-47b7d5ef6a03,1672,2022-11-14
c5c163d9-7ef2-4f7f-b325-aaf47c02d066,1973,2022-11-23
541a0a7b-8bf2-40dd-8976-3579ba205d89,917,2022-11-11
3596e8d5-4755-42a2-aaa4-0c30be9fee5f,1610,2022-11-05
e6a1abbb-d61e-4d31-87bd-128166d285df,1701,2022-11-11
83edd5ce-bba7-48b1-80a0-e841d1f43ede,1395,2022-11-27
2cf3897f-a3fd-43bf-97d2-4477fde4c695,1083,2022-11-26
63d26346-3b43-4463-abf7-a34968f04517,975,2022-11-22
71123bb5-ad0d-407a-bdbf-b7e4d96463a8,134,2022-10-29
bde9b164-a5f3-43f1-93e2-be62f011600a,564,2022-11-13
3e7f1c4d-5d9e-4e93-b605-37276c845ae9,1186,2022-11-19
406fc0ca-0579-43f3-b822-13e736bcf3dd,2009,2022-11-23
286c02d4-3513-4cf1-ad3c-a61472653e03,1862,2022-11-16
ae01e6a4-1be1-40d9-a65d-c25a76eb3c06,942,2022-10-29
d0f58dcb-46f0-466d-ae5d-8b37a0399c45,2166,2022-11-05
21b6f387-08e7-4e3d-8ada-d3d793b092dc,562,2022-12-03
c22e9f02-5159-4a6c-957d-ec7644df7580,70,2022-10-21
3c59f304-4eba-4f0d-97b2-951a5f61cdbf,2482,2022-11-10
824cb4ef-5aff-49fc-a942-f5abcc7b8939,458,2022-11-28
c8c2e396-a4b6-47ff-9d42-05cedc4230d4,1139,2022-11-26
b9198309-d98a-40ef-bae4-129d7546fda3,101,2022-11-27
99f55a0d-dde3-4f4f-8b39-af92d99eecfc,506,2022-11-19
0586cb28-f456-4151-96a4-48ff2e8da3f0,2160,2022-12-04
f979e62c-7312-4b04-9e21-bbba91969c72,1058,2022-11-22
d325c9b0-c28e-4e1f-93fe-12f74de180bf,1487,2022-10-29
abbfe46e-d6c5-4ef1-a108-72f5c6c24948,980,2022-12-04
7371ee32-5312-467a-87ed-39445b51db90,527,2022-11-03
1b183252-01ae-4109-9d7f-27992d7ab15b,932,2022-11-30
e64ecc70-a989-42e3-bcb1-22f6147ec34a,1889,2022-10-28
8d4f0ffe-b0c2-4833-bf8b-74f2d661168a,107,2022-11-06
475b97fa-78d8-4fe6-a351-e6953a7bd95e,1295,2022-12-03
7508ce5f-1431-44e1-b33b-f29ffdd02816,1853,2022-11-13
339a542a-3ee4-43d3-9bb5-475c25371b57,792,2022-11-18
0b360f16-428f-4d9b-8c78-1229a6f3221c,796,2022-11-26
ca8bb983-3fe3-45e2-9346-3e0318ec128c,1320,2022-10-30
067803db-0524-4482-8fbb-97b16d18a986,1357,2022-12-02
a5e36cec-7094-4d32-9d42-b52f75a0259f,93,2022-11-16
133c7163-8a0a-46b8-ba73-8fd48a2f9a08,1244,2022-11-26
5a514dec-b6df-4809-a7c8-2919618272ef,2066,2022-10-30
cda7fcb3-007e-4e23-90de-7cd38fe4c51a,987,2022-11-06
2a7bb0f3-936a-42e8-b752-ef8c267bafe6,2053,2022-12-02
815d2701-2cfc-46d3-8302-1c2ac89d8617,1990,2022-11-18
7938ad83-7519-4709-bd91-9c8e3428c00f,812,2022-10-23
2507827a-83a2-42ad-a252-12a074cbefd9,898,2022-11-04
a9f86360-fae1-40b1-a171-59f1e7d731bc,1038,2022-10-23
341a2948-a07f-4fc4-be2c-097af855da21,1582,2022-11-17
561809b3-84de-4201-a96e-e8bba7636016,503,2022-11-26
80dfe350-c36a-4dcf-a27b-a1ec58cc7462,1088,2022-10-26
53b47441-4295-4ad2-a1f9-03b4e16207e1,1846,2022-11-25
25be8815-fa58-40f9-9750-d6100b9c490f,461,2022-11-27
bb934610-8d34-477c-87e9-b2c89dcb68d8,2361,2022-10-31
1d186b62-1bc5-4314-bd26-63c41aa0a3e0,1075,2022-10-23
345b8464-0fbd-471f-98c0-c35902d510f9,2451,2022-11-07
ca8d6c69-17b4-4082-a4b9-9713b4ddd466,133,2022-10-21
dab469ac-719d-4486-922c-0b8c1771cc0f,1593,2022-11-18
8311355c-62da-48a8-9c7a-628e4be22c9d,2161,2022-11-22
0c3d9e6c-827f-480d-bd8b-12e98d31546d,1690,2022-10-28
6cb73ccc-6af8-4198-8f5f-6f464c64c096,1124,2022-10-22
121c6322-8455-403e-bf44-4084d0f69514,1379,2022-11-08
61418958-76cd-4726-8aa4-5731b7befa0e,881,2022-12-04
aac3753c-686a-479d-b54b-f882264d8705,931,2022-11-05
3ba10c8a-8be2-4737-8951-e3c8ca77e923,1012,2022-10-25
10fd1a26-29ae-4f53-9d14-c73ae47d3365,817,2022-11-04
330375e5-4cde-4216-8197-4a5f633e68f6,2260,2022-10-27
7ff48435-5b57-443e-b643-cbcd4c3fafd5,827,2022-11-12
808c73fe-bf35-42bb-9999-40177e83598e,1615,2022-11-28
3b8aa704-4193-4ad0-8121-ce02ebbce7c6,934,2022-11-15
18f4a56c-0998-4fcc-84b7-f39ae97a72df,1049,2022-11-17
80f57d2c-832c-4bf8-ba8e-59b6af74a4bc,460,2022-11-18
a2acb9fc-0a9a-4913-956b-52f086c40197,1726,2022-10-26
a1873534-74fd-4fd5-bd9a-c5838da7f173,1570,2022-12-02
f1ad2c2c-dd89-4c07-9d49-384673adcb07,1366,2022-11-21
33f27a36-5acb-45d1-8b09-852f68ec6287,1550,2022-10-29
ff2b50e5-0e0d-48c7-ae96-e441fe044b3f,1550,2022-11-05
c451ac39-04d8-4cca-bb93-a4652c70336e,2406,2022-11-03
fec70ab5-17a0-4dfb-9c7d-aef1750abbe8,2129,2022-11-12
9f4f95e3-9dc7-4cf7-9f05-9a20b4070d76,1719,2022-10-23
282ca005-d78c-4f6c-b9b5-9cf8198ffb77,2255,2022-10-28
86b3051d-e60f-4bbd-9695-b9790928a452,1048,2022-11-24
7e25f109-b223-4fd5-963d-e4062f284e00,2055,2022-10-24
52e5f2b5-c086-41b1-905b-261a459a908a,1324,2022-10-24
e8464c4a-55a0-4507-ad13-0fd1501ed387,2033,2022-11-10
f62361b4-eaf2-4fed-bd6d-84f499e40189,394,2022-10-29
b917130f-a002-416d-99ad-f93bf39f9cc0,974,2022-10-27
e96ef604-9b9c-4550-862f-5829f3fa74f6,75,2022-10-29
1e071cd8-e499-46f9-a346-efff4b19b973,220,2022-11-28
6ac4f2e4-bd2a-495e-a145-47f20a112d2f,1907,2022-11-26
20e4e229-d1e9-42cd-a4f9-6ac2de25251e,573,2022-11-20
f02453cd-d97b-4a6b-a808-5041a987560a,426,2022-11-26
17da06de-7f83-4cef-b4b1-eb61a0373101,1871,2022-11-03
df1f842e-2a18-446c-a901-0025efe3271c,2444,2022-10-25
c0596715-fe97-4c70-9033-ea6ad5bcc80d,1343,2022-11-18
4713c52a-5d95-431f-b85c-6f941cb570f7,1431,2022-11-23
ce3ee365-e21d-4b8d-8892-38ddbcfd34e8,2289,2022-11-20
55f38876-7fac-4bfd-a630-fd756f759468,162,2022-11-01
6d5dcf91-3cac-43e2-802c-5333553a321b,492,2022-11-29
1cef395c-b9d3-45cc-97f5-7de900f82ce8,813,2022-10-26
88f238fe-a1d4-4ac3-8e30-80820628f8e6,338,2022-11-25
79135754-0772-4136-b535-05a48951b65b,1810,2022-12-04
7faf7d65-c52e-4c18-88bd-d67e2a3b37a3,2220,2022-11-30
d9d9fffd-7a50-4c5f-a92e-952f8be06531,279,2022-10-26
6c6f26f3-13a5-44cf-a9ae-b5faaa2d770d,1481,2022-11-11
3524afb1-638b-4b08-bff5-00b0b21e8808,2104,2022-11-28
7279f377-f955-4c8d-aae1-fb281f473f27,1766,2022-12-03
a280153f-f290-4938-ac27-da32ccc05112,2038,2022-11-27
5b03592e-3db5-413f-ad9d-a05f380fc2fb,75,2022-10-23
5791982e-4ede-49b9-a8ad-1cbcc8cec469,495,2022-11-07
46076bda-4dda-49b4-9984-f37a281b60a0,741,2022-10-22
9c615ede-c8ba-4b63-9dd8-27d17cc80da4,1697,2022-10-24
a61990c5-b8be-4ee8-b2f1-66adadc26a0b,324,2022-10-31
80f2e6bc-b808-4441-8abc-c1a63bbcde6a,1801,2022-11-11
d569d96a-4240-467d-b92e-bb74674494ce,191,2022-10-27
774ee938-0937-428e-8b3c-0060079be205,586,2022-10-29
4d5c0e31-376f-44df-bdaf-6483b5c9ba31,721,2022-11-07
12e30505-69a8-48c2-aa01-a7decb4c954c,1384,2022-11-01
2baf8c7a-7b18-4a73-bc31-7dda41d2e568,1272,2022-11-28
f3c634ba-4023-41e3-b9a4-f6d12f54573c,2474,2022-11-07
3b73d71c-b0d4-49b6-90d2-0c24e477ddb2,257,2022-11-22
51c74707-711f-4707-859a-e4aacac839e6,106,2022-11-24
def663d9-9283-40ff-9bdd-fc72c932d2e2,636,2022-11-18
95d21853-772c-4ca7-836e-f5101ed35428,668,2022-10-27
d70149d0-2cca-41fb-b870-66ea9a064adf,1561,2022-10-21
0cd518cb-10fc-4630-bd72-62fc812651ff,1357,2022-11-29
7ee650bb-1856-4524-8143-fad8f1dafc7f,597,2022-10-29
895a0946-37a6-48e2-b0ab-c0655ec2ce8a,273,2022-11-04
a25932c8-bdad-4210-96d6-7b965374e55f,1616,2022-10-31
8d971a60-e581-4658-abdd-4ac37a7df4e1,1823,2022-11-27
4c969272-78aa-41a0-b14f-be77530fca66,521,2022-11-13
6d421ad9-832d-450f-b2bf-4e8674f530ed,195,2022-11-18
2c65671a-e228-4a0d-bf42-7f7a6af4a7b5,1812,2022-11-07
32174d26-5430-47c9-89c7-8bbd37523cff,1971,2022-11-03
f85f2915-2996-4533-97dd-5de252323539,1021,2022-11-22
0e0ffdce-5fe9-4577-b1c1-aa713512e55b,1638,2022-10-25
84c8baff-edd1-4d7a-826e-75a890a4199b,1463,2022-11-26
5fdac0ce-31ca-4052-9d30-471f20cc88c8,1630,2022-11-15
7859162d-bc76-410c-9e52-3ac6e394234d,642,2022-10-28
6acae5e6-9bb1-4000-bb0d-79a6f1fbd797,1317,2022-11-28
7570bfbf-dfc6-42d2-8812-d96b41da688f,561,2022-11-01
d4d7e13c-7762-4926-a47d-fd3efe9bb694,1160,2022-10-30
04687273-9a5a-4d9a-a222-895a8290b13f,2099,2022-10-21
97fd8aea-b5b2-4955-968a-24d9e20b89a8,529,2022-11-14
b6584908-ae77-4535-a1f5-af477c1f9984,2441,2022-10-21
d6ba22a4-5381-4765-8c2c-a10775cbfbc9,999,2022-12-01
ae5cca25-1713-4b13-b58d-fc3cc8352a10,611,2022-10-24
6fa98d89-557c-4c3d-bfd6-df0961d1e7df,248,2022-11-15
89a1dc22-ad2f-4634-9fb1-893517b01a6f,1780,2022-11-28
4318ec96-1e60-4adc-8aca-f87a86b3bbde,679,2022-11-12
609b760d-97dc-4aa2-9c39-774649771cd6,2136,2022-11-04
07156a34-c77b-427a-9661-f1399a564438,178,2022-11-20
9bcad386-bc21-4bae-b9d5-c5c432ae9a1f,694,2022-11-14
590a1500-c36a-4f1a-b44a-a320042345a1,519,2022-12-04
a8cbbf56-24da-4259-88b0-67c1a3bfa4d6,712,2022-10-28
2871e32a-d76b-4f1d-b469-bbde3b89cb02,720,2022-11-19
b1f1112b-49b5-411f-92be-5a1cd9e02721,2489,2022-11-17
8ae772b6-4740-41c3-a664-dcbbc6ff56fe,2460,2022-12-01
34363a4f-7d49-4096-a169-78c71985b72c,187,2022-10-29
0cb15a2b-0d3b-4d1c-803f-1f76ca38779c,2199,2022-11-27
2cc4035d-2556-446b-927a-9ecd364c62b1,259,2022-10-25
f43d53d4-7ad8-49a6-929c-b276d85d3586,1793,2022-10-30
767e60cc-4446-440e-ae82-417b3b70c4ca,962,2022-11-23
31132566-6309-4430-b741-857d9a1d93db,238,2022-11-12
78f1a29b-ef34-4274-bb03-c7bbe8028a47,1788,2022-11-09
602d7165-e5d0-4680-9d5c-14c4a426c167,1456,2022-10-21
577479ab-7587-4b80-9d42-f5112519ce76,735,2022-11-06
3b145f0e-7a02-4d25-9fc5-ff20075f07e1,2061,2022-11-11
adc2524a-4512-423c-9fe7-6c61d1ed4d5c,1055,2022-11-20
4356c775-f2aa-4e34-81c4-8ade2a4ce51f,2218,2022-10-21
28edd3cb-c83c-408d-8761-af9fab4fc614,1421,2022-11-13
9a2c0896-dbcf-4f97-a5fa-12cc06405c83,1297,2022-10-25
bb587999-295e-4835-8339-9b55c1f5667d,1814,2022-11-05
8b768e0e-cab9-4dc1-bcf2-4c8d5ec38c56,827,2022-11-19
5420bcc1-d330-4409-8734-23f489af0e9e,484,2022-11-03
8c0fecd9-1a54-495e-afc8-47f0d757c130,1748,2022-11-30
49578c47-6b47-42af-bf10-5433778b73a6,1657,2022-11-05
1ea0007b-5d7e-410d-83ea-5cf9a55db98c,1414,2022-11-29
4293795a-34ee-4e93-940e-b1a52e97ac6f,2081,2022-11-11
c36e6226-df8e-42a1-bddf-e34fae177540,2273,2022-11-29
4f552302-2a4a-43ac-a604-494f0f605181,1688,2022-11-20
d6a23269-4f5f-4b4a-b84d-caa6ccfa8b6d,933,2022-10-21
1f72495e-5a40-4fea-b00d-5f94694465e1,2134,2022-12-03
59d578c8-0cbb-4639-a9cd-53accc36f3bb,1524,2022-11-24
4120e1dc-e4eb-4ab2-9029-deef4fcc7688,1782,2022-10-25
6ce36638-a58c-4f0e-b181-432912bf10a9,2304,2022-11-04
be1dc00b-e9b6-4a8c-9927-488541461dcf,2421,2022-11-12
890a7311-818a-4b13-9446-8141bc6b14db,2377,2022-10-29
f471a410-6879-426d-8419-fcd3df36d414,1729,2022-11-29
224c00ae-c336-4fd4-8846-3c799f3f8234,1360,2022-11-21
7ed3fa5b-565d-47d0-ae5c-f804332ded7f,1685,2022-11-30
ced4eca2-8c06-46ec-88bc-649b1df5e006,821,2022-11-12
9801a409-b5f0-4493-a9d3-8bf65217ca9a,2345,2022-11-10
8be95be0-fc64-487c-8a3d-15df9fd3806e,1525,2022-10-25
f9e7a89c-c623-49ca-9540-2253b17daf75,590,2022-11-05
ba8e66bc-8dcb-451f-ab08-6fb38139629e,68,2022-11-16
3b1d6265-f773-4c3a-a037-0c4dd52e9646,1424,2022-10-31
1b85508f-3283-49c9-9b5a-cadade846b78,2279,2022-11-15
939bca7f-52df-45fd-b052-5773c0448fd6,185,2022-12-02
54e93cdc-2a93-4b92-8f0e-cb72d6f0e993,2379,2022-10-29
a3370861-d618-4261-babb-19ba5ac574f5,1105,2022-11-16
94878cea-ca51-485a-b418-a2402f26fa34,259,2022-10-21
5dec3439-6f9b-4262-9b51-e2f702bd0375,175,2022-11-23
fc942614-3663-49e0-8e22-c33f1329fbd3,357,2022-11-22
bb45ef2d-e295-48ab-8d91-c5e08d17ef1a,1280,2022-11-17
c2a2dac1-74f5-4ce1-b1ff-252bc2c9986b,925,2022-11-24
390565d0-c1a0-4f81-89b1-c645f19b4c35,601,2022-11-23
63acba13-6f10-4c6b-8370-d2ae370728f0,1288,2022-12-03
80d6bc96-f02b-4b7b-ba50-d8df2e18af65,2143,2022-11-22
95663ae5-b5d7-49f2-97ac-9ea2d21d8422,188,2022-10-31
199128bd-cef3-4190-b878-487f4851b6e5,2218,2022-11-25
7e1cda0a-1735-4dba-b2ad-5090b849b6ab,2196,2022-10-23
be0e6797-7dc9-41c6-a049-4ca866e158fa,1407,2022-11-17
eb8bec2f-5419-405a-bd94-89ad6362dfdd,1182,2022-10-26
e5fdf237-e26e-4b98-8d64-e3d12fa9affb,1734,2022-11-10
a3573d80-a83b-4793-9c1f-20cce283a86f,2017,2022-11-14
85055cf1-496b-4614-a881-3255df3b7f3f,2300,2022-10-24
dee40141-48b8-4d7c-b808-1dbe3c47512b,678,2022-11-06
3f2c7bf5-5f49-4e96-9bc1-af8522da46be,1906,2022-10-24
c33ebe4d-f6d6-46fe-8ca1-19edd2a8cc82,158,2022-11-30
bd7917ff-0693-43fe-a6fd-a5f764f15632,917,2022-11-26
3bcfe8a1-e736-43cc-88ad-8ef23bf3580b,274,2022-11-16
c7498ba1-c004-474a-a966-d16f0c2f3a0c,2111,2022-11-05
c680cc5d-7915-46a5-93c8-7cd256199a95,2253,2022-11-19
254817aa-dc48-423f-8d06-031bbaf391e0,512,2022-11-17
2ba93959-1cc9-4c91-b98b-ad8a11f040f2,1936,2022-12-01
1147ec92-143c-4c98-92f9-fb8e340cde1c,2394,2022-10-25
89181099-c532-4362-a3c9-cc6875bf07f9,321,2022-11-02
b4d0f6f7-2792-41bf-96dd-6a9ce95b81fb,1257,2022-10-21
218fd5d0-da38-4553-8c3d-52e80404d9cb,1290,2022-11-04
5fc2ccbe-0d14-4d03-8b15-15a783b889a4,103,2022-10-22
2a57f60c-152f-4c17-bbe8-c0af9d58fccc,93,2022-11-22
ba931ad1-4703-4b54-ba32-835bacbc7360,842,2022-10-22
45b18762-e74f-42fe-a47d-b73514027f86,935,2022-11-30
2bc53329-9dc7-4c0c-b45a-a00f0ec7b505,607,2022-11-08
f3bbfdff-96f7-4f26-b5e3-74df91b0992f,362,2022-11-27
ff8210b4-cb1f-4049-a79b-0c28cc2cfa71,1398,2022-11-17
6aba2e31-94a7-4ce4-b544-77257262bcda,2128,2022-12-02
247ec448-fadf-4a27-995e-10e445be7f1a,162,2022-11-29
f8394e66-3502-45df-9abb-c6e3d2798b1c,2350,2022-10-31
2e9b7a67-05e2-4639-92a3-628925baa375,698,2022-11-05
d158c58c-50fa-4b0d-a72d-a88c78a09605,1883,2022-11-19
48197534-9305-41df-9d2f-382124af1802,2149,2022-11-23
5dddd195-e1af-4ad5-860d-d78cc97dafcd,557,2022-11-16
321dcbe8-2359-4309-b79f-17231ddc96f8,594,2022-11-29
963e4454-7beb-43d4-be8d-9aa5168446fc,1811,2022-10-27
e5cddc6a-b808-4b22-8d08-10754492e03d,1816,2022-10-26
b3f4e12e-caa4-41ed-82c0-9243b33d2c58,1995,2022-10-29
7527c70d-dbc3-440a-aeb4-872062f2d8bd,1223,2022-10-24
843c7003-1658-4f44-afbd-62cadaf578ae,834,2022-10-29
5a2d73e8-3ba7-4e26-b7a5-e26e6ee95cd4,1420,2022-11-24
7eb5b70d-2a23-4f84-acd7-343391f70980,132,2022-11-28
ed912baf-9edd-49d5-ab04-aa8c722059c2,2406,2022-11-09
cd1ab30e-8de5-458d-a85e-a0b60e2dc1df,1250,2022-10-25
a4d2586b-dfed-4e43-852b-6dcf4bd9c2f7,2237,2022-10-29
153feb76-9c4d-4ebc-a696-5f2ab0ebb14c,1310,2022-11-01
834b9fda-7feb-4906-8703-3dbec86a57b8,2270,2022-12-02
93230d0c-3969-4adb-8702-a7f65e8a084d,2174,2022-11-13
fc29a2f6-0a59-47d9-b5e1-c3f58830a170,1875,2022-11-22
dab60c86-c284-44b4-9ca4-a78b8d223c4e,273,2022-10-26
6f15af03-0573-4d31-92af-8b1a825f48b6,1083,2022-11-26
b7e469f4-ecc5-4232-9a82-f2a751113acb,1397,2022-11-01
8a199f72-3018-4213-a83d-e57f5f8b73aa,2053,2022-11-19
1eb9b74d-626d-4a73-98a4-2c27bac2f77f,554,2022-10-30
1d700552-df84-4c42-8128-b278f6e75f43,242,2022-11-17
8e4a0203-1553-42fe-aaff-8387da45c74b,2159,2022-11-27
4eba45b8-8856-42b3-bfbe-ae3d9ea68ea7,950,2022-11-24
bc56779f-f8d9-43f6-93f3-30333d617426,1954,2022-10-29
d2a7aef8-44a1-4568-bdf8-f883217166d6,2144,2022-11-10
91fb10a5-0769-4cd4-9e90-754499477ad7,736,2022-11-12
abcb15f3-df9f-4eef-82f0-8c6da22aeff2,1160,2022-10-24
34d8ebb7-3d47-45d8-b8e0-a8579cd5a3f1,1157,2022-10-25
377ef95e-87c9-4697-96d6-d868e076376d,1947,2022-11-04
2b8f2912-a020-4e57-a739-0d608352a15a,1841,2022-11-15
ffd9323c-b710-41c0-a188-d961127b6f56,2205,2022-12-03
049ce088-8685-4475-a8b1-7cb511c11ae5,1713,2022-11-07
a371966c-7bde-43af-a360-f282b968fc76,1261,2022-12-04
da9286d4-0af9-43b1-a025-fa105ba2aaf9,536,2022-11-06
a3f288f1-2021-45a2-972e-5cd03935f966,1486,2022-10-27
da442f8c-5bb3-4fa8-82bc-60fc2c156208,762,2022-11-13
8152f660-4cd4-4eaa-bea2-1a3ec784bc63,2388,2022-11-02
105ba778-0b05-43ea-8f43-ab54deb3065b,1050,2022-10-22
2b15aad2-971e-4012-afa0-c3787e9f01fe,1465,2022-11-19
84a06582-fb55-4474-a12e-cef9c3ca18f4,111,2022-11-24
51a8975e-987d-4ef7-b02f-69a412cbfa31,1574,2022-12-03
d59a82bc-bca8-4ce5-b8b7-93b0a668d95b,1790,2022-11-14
92782fe6-a203-45a9-82dc-b2d394b044a0,745,2022-11-08
83f9c4e0-ba27-43ad-872a-ecc2b2dd5ebc,845,2022-11-16
491d3a53-936a-4126-b90e-0303aac22577,2483,2022-11-29
69f09974-8dc0-42d4-a254-5f3a7f7c508d,1295,2022-10-22
73441456-48f4-4f0e-aae3-be222085c7b7,276,2022-11-26
d3e79a3b-8393-4154-b90b-3c4876071a48,1239,2022-11-04
6de78d82-36a6-44ea-b6e4-7642184d6e99,1986,2022-10-29
e7e40e1a-c30e-4834-be8e-c25dad058faa,1396,2022-11-26
544477c2-a312-4045-a560-e38289bae0d5,86,2022-11-02
16eb6d00-d103-4ad8-bfd6-c47e58b376cc,476,2022-11-27
1b4ebd97-3746-4842-b222-52df88a4a642,1761,2022-11-19
080ea118-0215-4489-8714-3d5423915067,1720,2022-11-02
27f3f25a-8acd-4a81-b2bc-afa5646b7856,1147,2022-11-11
be5b5df5-f148-4832-81be-9821810c3a0d,1875,2022-11-14
de6695da-ccba-4322-b693-5f51422f59ec,1933,2022-10-27
be988e62-63a1-4b7b-8e6c-fe9751c0c5a4,170,2022-11-28
2efe323a-6189-4602-88a8-634268cc6b6d,184,2022-10-30
62273505-f24d-4e5f-a39f-5c0ecc9b81ba,1921,2022-10-29
98d25784-85e6-4274-9099-e66d36fac5dd,1040,2022-11-12
dbe313a1-fce2-4aa8-9393-fee08f88e6d3,1521,2022-11-18
9ff82556-b92f-4e8b-ac7a-3eb78e6b48d5,2435,2022-11-02
146e84e3-bd1d-4bee-8159-3e38bc017e90,2039,2022-11-08
b8ca7a58-6f56-42b6-a52c-3d8910267b7b,660,2022-11-20
4f09b89a-68c4-48f9-b120-9f057f266fa1,1978,2022-11-02
acbecf30-0078-4b27-836b-25657ba93d4d,1335,2022-11-08
fadedb20-c889-4ea7-862d-4d866ca7b639,2014,2022-10-30
660fa4bc-d4f9-433f-a3e5-d2df905afaec,318,2022-10-23
ed9d868c-0eb1-4e7a-a7ed-2af2d44bc24f,2327,2022-11-13
8e74e3df-3e27-4ae5-a887-e132fa06b52c,2289,2022-11-05
626192eb-c113-433f-b61b-07a95bc6ca16,190,2022-11-02
dd61ec13-b0c6-4d89-a91a-2d6f42bd2f7b,522,2022-11-18
